,title,review
2896,2022 에듀윌 전산세무 2급 기출문제집,최신기출문제집을 통해서 꼼꼼한 해설과 무료강의를 통해서 학습할 수 있어서 좋습니다! [서평단이벤트참여]
2897,예술과 나날의 마음,"언제나 스스로의 존재 이유에 대해 생각하고, 삶의 가치에 대해 생각하던 나에게 이 책은 여러 방면에서 해답을 주었다. 동시에 궁금했던 생각들이 해결되는 듯한 느낌이 들어 쾌감이 느껴지기도 했다. 그리고 이러한 생각들을 예술 작품을 통해 생각해볼 수 있는 점도 좋았다."
2898,"뭐, 맛있는 거 없어?","10개월 아기가 너무좋아해요. 그림체도 흥미롭고, 군데군데 아기들이 관심을 가질만한 요소들이 많아요. 내용도 유익하고 교훈도 몇가지 있어서 큰작은아이 연령 월령 상관없이 노출시켜주어도 좋을 듯 해요. 음식에 관한 내용들이 있어 아이가 편식하는 식재료들로 독후활동 연계하면 너무 좋을듯!"
2899,2022 에듀윌 전산세무 2급 기출문제집,전산세무 2급 합격률은 평균적으로 30%대를 보여주고 있는데 합격률이 매우 낮기에 최신 경향을 반영한 에듀윌 기출문제를 토대로 공부하시는 것을 추천드립니다 [서평단 이벤트 참여]
2900,아일랜드,휴가철을 맞이해 읽으며 배울 수 있는 캠핑 여행 및 국내 섬 여행 가이드북
2901,"폴 크루그먼, 좀비와 싸우다",좀비는 세금을 지돈 처럼 퍼붓는 좌좀들이 진정한 좀비가 아닌가??????
2902,에듀윌 토익 실전 LC+RC,실제 시험과 유사한 유형&난이도로 구성되어있어 공부를 하는데 큰 도움이 되었어요!! - 출판사에서 진행하는 기대평 이벤트 참여
2903,강호동의 잡동산 1 : 불을 끄는 자 VS 불을 쓰는 자,강호동의 잡동산 이라는 프로그램을 보지 못한 1인으로서 이책을 접하고 찾아보니 아이들과 보기 너무 좋은 프로그램이더라구요♡책도 프로그램도 아이들에게 어른들의 직업에 대해 긍정적으로 다가가도록 도와주고 자세히 직업세계에 대해 알려주니 너무 흥미로웠어요! 초등친구들에게 강추
2904,에듀윌 토익 실전 LC+RC,실제 시험과 유사한 유형&난이도라서 좋아요! -출판사에서 진행하는 기대평 이벤트 참여
2905,2022 에듀윌 전산세무 2급 기출문제집,12회분의 최신 기출 문제와 상세한 해설이 수록되어 있습니다. -서평단이벤트참여
2906,에듀윌 토익 실전 LC+RC,최신 기출 유형이 잘 반영되어있어서 독학할때 적합한 교재인것 같습니다-출판사에서 진행하는 기대평 이벤트 참여
2907,에듀윌 토익 실전 LC+RC,실제시험과 비슷한 유형과 난이도로 구성된 토익 모의고사예요. 토익 시험 대비하는데 정말 도움이 많이 되는 책이라고 느꼈어요. - 서평단 이벤트 참여
2908,에듀윌 토익 실전 LC+RC,친절한 해설과 강의가 함께 수록되어있는 최신 기출 문제를 반영한 강추 토익 문제집. 출판사에서 진행하는 기대평 이벤트 참여
2909,2022 에듀윌 전산세무 2급 기출문제집,최신기출 12회분을 동영상강의를 보며 학습할수 있어 좋아요 [서평단이벤트참여]
2910,뇌기반 학습과학,도움이 많이 되었습니다~^^
2911,,재미있는 그림을 그릴수 있어서 좋은 것 같습니다.
2912,채식주의자,필력과 작품성이 상당히 좋은 것 같습니다.
2913,,짧지만 메시지는 강하고 분명하다.
2914,지정학의 힘,근래읽은 책중 단연 손에 꼽습니다. 많은 지식과 영감을 준 책입니다. 한반도 교루와 평화 북미수교의 가능성에 대한 조건의 조성에 대해 특히 많은 느낌이 있었습니다.
2915,,재미있고 컬러링 북중에서 좋은 것 같습니다.
2916,위저드 베이커리 (양장),재미있는 스토리가 많아서 좋은 것 같습니다.
2917,,좋은 책인 것 같고 그림이 재미있습니다.
2918,작별인사,재미있고 의미가 있는 책입니다.
2919,[세트] N기출 수학영역 미적분 3점 4점 집중 + N기출 공통과목 집중 수능기출모의고사 22회 수학영역 미적분 - 전2권 (2022년),"최근 확통에서 미적분으로 수능과목을 바꾼 고3인데 개념도 익히면서 먾은 문제를 풀 수 있다는 점이 너무 좋았어요! 수능과목을 바꿔서 많이 불안했는데 큰 도움으 됐습니당!!‘미래엔의 체험단 활동으로 교재를 무상 제공 받아, 직접 체험 후 리뷰를 작성하였습니다.’"
2920,,"세계 음악의 영웅들을 직접 색면필이나 사인펜, 볼펜으로 나선으로 그리면서 직접 이러한 영웅들을 만난거 같은 기분을 주는 책입니다. 마이클잭슨과 같은 유명한 음악 영웅들을 나선으로 그리다보면 저절로 완성이 되는 신기하고 재미있는 책입니다.섬세한 손놀림을 배우고 싶다면 강추입니다."
2921,너의 MBTI가 알고싶다 FROM 고슴도치,이거 나의 MBTI가 궁금하단 마리몽 2탄인가요? 표지만 다르고 내용이 비슷한데 굳이 살 필요가 없어보이네요... 이렇게 흡사하게 책 만들어도 되나요?
2922,,"세계에 있느도시들에 있는 유명한 장소들을 디자인으로 설정해 놓은 책에 색칠을 직접 할 수 있습니다. 이를 통해 실제로 이러한 랜드마크를 간 거같은 흥미로운 느낌을 주는 책입니다. 소위 컬러링이라고 불리는 이,책은 펜이나 사인펜, 색열필 등으로 나선으로 따라서 그리게 해줍니다."
2923,웰컴 투 서울홈스테이,"요즘 직장생활하다 지쳐서 홈스테이 관련 책인 웰컴투서울홈스테이 사보았는데,진짜 재밌고 소소한팁들이 실제 유용할것 같아서 저도 꼭 참고해서 해보려합니다! 30대 화이팅!"
2924,세계 5대 제국 흥망의 역사,동서고금을 막론하고 모든 제국은 흥망성쇠를 겪는다.
2925,짱깨주의의 탄생,중국에 조선족이 있다는 이유만으로 한국 전체가 중국 소유라는 시건방진 주장을 계속하는 중국에 아부하는 책
2926,작별하지 않는다,서사의 결핍을 폭설과 낙조와 검은 나무 같은 굵직한 이미지들로 메우려한다는 느낌. 이 결핍은 사건에 대해 작가가 시공간적 거리감이 있기 때문일까. 사건 당사자의 가족의 가족의 지인이 시점화자라 당사자성이 부족하단 느낌도.
2927,영국 아이들의 창의력 퍼즐,서점에서 우연히 보고 논리력퍼즐을 사왔는데 꽤 즐겁게 나름 머리싸매며 풀더라구여 4학년이고 수학도 곧잘 하는 아이인데 앞은 쉬운데 뒤로갈수록 난이도가 있어서 재밌어했습니다 그래서 창의력도 사주려구여 방학동안 즐겁게 할 수있을것같아요
2928,2022 에듀윌 전산세무 2급 기출문제집,2022~2020년 최신기출 12회분 정말 최곱니당!!!!!! [서평단 이벤트 참여]
2929,기도하면 응답된다,"몸(의지)과 마음(지성) 그리고 사랑과 열정(감정)을 하나님께 드리는 ‘응답받는 기도‘의 기초가 되는 ‘지정의‘ 훈련에 대해 목사님께서 설명해주시는 내용이 깊이 공감됩니다. 단문기도,숨기도,주기도문, ACTS기도로 자신만의 기도의 길을 만들고 주님과 만나는 골방추억과 기도습관을 알아가게합니다!"
2930,하루 한장 독해 4권 초등 국어 2-2 (2022년용),어렵지도 않고 아이가 부담없이 풀수 있는 문제집이라 너무 만족 해요.
2931,에듀윌 토익 실전 LC+RC,"최신 기출 유형 반영, 실제 시험과 유사한 유형& 난이도로 시험 대비로 적합한 책이라고 생각합니다! 무료 인강도 함께 들으면 더욱 도움을 많이 받을 수 있을 것 같아요 - 출판사에서 진행하는 이벤트 참여"
2932,에듀윌 토익 실전 LC+RC,고득점 마스터가 되려면 필요한 책. 최신기출경향 100% 반영한 이 책으로 파트 별 핵심 문제를 풀면서 고득점을 향해 갈 수 있습니다. 또한 무료 인강을 들을 수 있어 많은 도움이 되었습니다.출판사에서 진행하는 기대평 이벤트 참여
2933,명탐견 오드리 수사는 발끝에서부터,아이들이 명탐견 오드리 전작을 재미있게 읽었는데 함께 보지 못했다가 이렇게 좋은 기회로 볼 수 있어서 다행이였다. 함께 이야기 나눌거리가 생겨서 좋다.속담이나 사자성어를 살짝 바꿔 재미있게 쓴 것은 좋으나 이게 원래 어떤건지 찾기가 좀 어렵지만 재미있으면 된 것 같다.
2934,하루 한장 독해 2권 초등 국어 1-2 (2022년용),미래엔 하루한장독해 초등국어1-2 로 여름방학동안 초등국어교과서 2학기 준비해요초등 국어 독해 공부력 강화 프로그램 50일완성으로 생각하고 시작했어요미래엔 하루 한 장이 가장 좋은점 여름 휴가때 한권이 아닌 한장 두장 가져갈수 있다는 큰장점이 있어요
2935,호모 아딕투스,"중독이라는 하나의 사회문제를 경제, 기업과 소비자의 관계와도 연결할 수 있다는 점을 실감하게 되었습니다. 책 속의 사례처럼 지금 주어진 문제도 전략적으로 해결해나갈 수 있다는 희망이 생겼어요. 어떤 정보에 대해 무조건적인 수용을 지양하고 한 번 더 사고하는 태도를 가져야겠습니다!"
2936,에듀윌 토익 실전 LC+RC,‘토익 고득점‘ 을 위해 최적화된 에듀윌 도서!출판사에서 진행하는 기대평 이벤트 참여
2937,에듀윌 토익 실전 LC+RC,"위 교재 추천드립니다. 인강까지 있고, 사은품도 잇어서 좋습니다.출판사에서 진행하는 기대평 이벤트 참여"
2938,수력충전 초등 수학 개념 총정리 (2022년용),"37일완성 너무 좋고, 초등전과정을 복습할 수 있어서 기초를 다잡고 개념을 확실하게 마스터할 수 있을꺼 같아요."
2939,개를 키웠다 그리고 고양이도,체코 국민작가 카렐 차페크의 위트와 애정이 넘치는 반려견과 고양이 이야기. 앞 페이지에 사진도 나오는 개구쟁이 ‘다셴카한테 가만있으라고 들려주는 동화’ 특히 유머러스한 다정함이. 차페크의 소설을 읽어보고 싶게 만드는 에세이다.
2940,글로벌 리더를 위한 암호,해외 취업이나 이직에 관심이 있는 분들이라면 꼭 읽어야할 책
2941,도올주역강해,기다리던 책입니다. 감사합니다. ^^
2942,나에게 새로운 언어가 생겼습니다,우리가 알지 못하는 아픔을 가지고 있던 장애여성들에게 어떤 새로운 언어가 생겼을지 너무나 궁금한 책이다. 세상을 다르게 보게 된다는 것은 그 만큼 아픔을 견디고 버텨다는 의미가 아닐까. 기대되는 책이다.
2943,더퍼슨스 the Persons No.4 : 브랜드 디렉터 Brand Director,"9명의 브랜드 디렉터에게 듣는 브랜드, 브랜딩에 관한 이야기. 자기자신의 또 다른 정체성을 담은 어떤 것을 만들기 위해 그들이 고민해온 과정을 오롯이 인터뷰 내용으로 느낄 수 있다."
2944,지리의 이해,고리타분한 지리가 아닌 재미있고 창의적인 지리학으로의 초대
2945,,"미적분만 18회분에 공통과목과 미적분이 같이 있는 전체 모의고사가 4회분이나 들어 있어 양도 많고 특히 정답률까지도 나와 있고, 해설도 꼼꼼하게 적혀 있어 내 위치를 파악하는 데에 도움이 많이 되었습니다‘미래엔의 체험단 활동으로 교재를 무상 제공 받아, 직접 체험 후 리뷰를 작성하였습니다‘"
2946,인생을 바꾸는 잠들기 전 15분 노트,"자신만의 노트로 채워나가는 책이니, 어떻게 활용하느냐에 따라 이 책의 가치는 천차만별 달라질 것이다. 꾸준함의 힘을 느낄 수 있는 자기계발노트다."
2947,내가 글이 된다면,용기 내서 꼭 도전하기를!
2948,보통 일베들의 시대,"아들을 이해할 수 있는 책, 아들과 공존할 수 있는 책, 아들을 사랑할 수 있는 책"
2949,"의사 어벤저스 1 : 전염병, 응급 센터를 폐쇄하라!",의학정보를 재밌게배워서 좋아요.
2950,요리하는 다이어터의 맛있게 살 빼는 다이어트 레시피,오래걸리지 않는 조리법과 쉽게 구할수있는 재료들로 만들수 있는 요리라서 따라서 해먹기 좋아요 유튜브로 많이 보고 특히 닭가슴살 활용하는 것들 잘따라했었는데 책으로 보니 영상멈춤안하고 볼수있어서 좋네요
2951,에듀윌 토익 실전 LC+RC,최신기출유형도 잘 반영이 되어 있으며 도서퀄리티도 너무 좋아서 이책으로 토익을 준비하면 좋을것같습니다-출판사에서 진행하는 기대평 이벤트 참여
2952,혼자 시작하는 사주명리 공부,자신 혹은 상대방의 운명을 알고 제대로 된 미래를 설계하는 방법을 공부하고 싶다면 추천합니다
2953,당장 써먹는 틱톡 마케팅,요즘은 정말 빠르게 플랫폼이 바뀌죠. 잠깐 깜빡하면 어느새 따라가기 힘들어집니다. 지금에 안주하지 말고 틱톡을 배워요!
2954,다락방의 미친 여자,기다리고 았어요 빨리 읽고싶네요
2955,에듀윌 토익 실전 LC+RC,최신 기출 유형도 반영되어 았고 내용 자체가 깔끔하고 보기 편하네요 짱 (출판사에서 진행하는 기대평 이벤트 참여)
2956,가장 쉬운 초등 과학 실험,주변에서 쉽게 구할 수 있는 실험재료들과 간단한 실험방법으로 아이들이 직접 실험을 해보면서 원리를 배울 수 있는 좋은 책이에요.
2957,2023 최신판 에듀윌 취업 공기업기출 일반상식,공기업 상식이 정말 잘 정리되어있어 공부하기에 최고 [서평단 이벤트 참여]
2958,에듀윌 토익 실전 LC+RC,최신 기출반영이라 너무 좋습니다! - 출판사에서 진행하는 기대평 이벤트 참여
2959,배움의 시선,"9명의 선생님들이 수업에 대한 고민과 실천에 대한 기록으로 과목은 다르지만 학교가, 수업이 나아가야할 방향을 제시하고 있다. 선생님들의 따뜻한 마음과 열정이 감동을 가져다주는 책입니다."
2960,에듀윌 토익 실전 LC+RC,최신기출경향을 100% 반영했다고 하니 더욱 믿음직스러워요. 책 한권으로 알씨 엘씨 다 대비할 수 있어서 정말 좋아요! 출판사에서 진행하는 기대평 이벤트 참여
2961,겁내지 않고 그림 그리는 법,유니크한 느낌은 없어요
2962,나는 구두를 신고 간다,"부모님 ,그리고 발달장애 삶을 엿보게 되었다."
2963,이기적 한국사능력검정시험 기본,교재와 동영상을 함께 볼 수 있어 좋았다.
2964,에듀윌 토익 실전 LC+RC,최신 기출 유형이 잘 반영된 LC RC 교재를 찾는다면 에듀윌이 가성비도 좋고 최고인듯싶네요! 토익 입문자로써 3주간 빡공하고 2차 후기 쓰러 올게용~!
2965,2023 일주일에 끝내는 CS리더스관리사(cs leaders) 실전모의고사 15회,학점은행으로 취득을 위해 공부하려고요. 한번에 합격하려면 무조건 위 두교재로 공부해야 한다고 해서 구입해서 공부해봅니다! 내용구성 정말 알차요^^
2966,"풍덩, 공룡 수영장",아이들에게 시원한 공간을 소재로 해서 쉽고 친근감있게 표현한 이책을 보여주면 올여름이 더욱 신날듯 하네요
2967,2022 에듀윌 전산세무 2급 기출문제집,최신 기출이 반영된 문제에 무료 해설강의까지 들을 수 있어서 좋아요! [서펑단 이벤트 참여]
2968,꽃샘바람에 흔들린다면 너는 꽃,"모국어에 대한 애정이 듬뿍 담긴 시인의 시선이 고스란히 느껴진다. 명시 다음에 또 다른 명시가, 그다음 페이지에 또 다른 명시가… 시집을 통째로 필사하다시피 옮겨 적느라고 오랜 시간이 걸렸지만 마음은 더없이 풍요로웠다."
2969,에듀윌 토익 실전 LC+RC,매우 만족스러운 토익 실전 책입니다!! 기출문제 유형도 매우 만족스럽게 잘나와있어서 공부하는데 매우 좋았어요!! - 출판사에서 진행하는 기대평 이벤트 참여
2970,"어서 오세요, 휴남동 서점입니다 (여름 에디션)",땀흘리며 살지 않고 감상과 감정을 버무리며 살아가는 일종의 환타지.
2971,1984,전체주의가 지배하는 디스토피아를 가장 사실적으로 강력하게 그려낸 역작. 빅브라더는 현대에도 유효하다.
2972,지금의 조건에서 행복해지는 법,"사회적으로 인정을 받아도 기쁘지 않은 삶을 산다면 그것은 인생의 가치를 행복으로 삼지 않은 것이라고 생각된다.자신이 원하는 일을 한다면, 다른 사람들의 평가에 굴하지 않고내가 너무 좋은, 행복한 것을 하는 것,그것이 행복을 인생에 큰 가치로 만드는 방법이다.이책은 그 방법을 알려준다."
2973,태도에 관하여,"빌려서 읽어서 얼른 갖다줬는데 사서 읽으며 천천히 내 삶에도 적용하고 싶은 내용이다.깊이 있는 삶에 대한 통찰, 태도, 가족에 대한 사랑"
2974,헤어질 결심 각본,(헤결 각본집을 눈앞에 들며) 이걸로 재관람해요. 괄목(刮目) 이전으로 돌아가요
2975,데볼루션,괴수소설 마니아라면 더욱 읽어봐야할 소설이다. 크리쳐 SF 라는 서브 장르. 에일리언 같은 새로운 크리처들이 등장하는 소설의 대가인 맥스 브룩스의 신작이 궁금해진다.
2976,테라피스트,뭐지 팀이라는 정체모를 남자는? 미쿡 사람들 이웃과 왕래하고 파티 초대하는 과정을 조금 알게 됨
2977,잠실동 사람들,피카레스크식 문학에서 오는 전율은 소소하게 독서의 즐거움을 알려주는 것 같습니다. 해설도 훌륭해요.
2978,헤어질 결심 각본,각본집은 처음 사봤습니다. 몇 페이지 읽었는데 영화와는 또다른 재미가 있군요.
2979,아일랜드,70개의 섬의 자연적 매력에 빠져들었다.
2980,손뜨개 수세미,"금방 완성할 수 있고,주변에 선물하기도 좋아서수세미 뜨는걸 너무 좋아하는데요~진짜 도안 하나하나 너무 다 예뻐서어느거 하나 맘에 안드는게 없어요~~책속 큐알 코드로 동영상도 볼 수 있어서어려운부분은 동영상보며 따라할 수 있으니초보자들도 쉽게 따라 할 수 있어 좋아요^^"
2981,,"펜 하나로 멋진 팝아트 작품을 만들어볼 수 있는 스파이로글리픽스, 쉽고 간단하지만 멋진 취미가 될 것 같네요."
2982,"메타버스의 미래, 초실감 기술",메타버스 기술의 발전과 현재상황 소개
2983,어느 도망자의 고백,피해자와 피해자 가족 그리고 가해자와 가해자 가족에 대해서한번쯤 생각해 볼만한 책 같다.용서를 어떻게 비는가에 대해 많은 생각을 할 수 있었던 책이다.
2984,아일랜드,"15년 차 캠퍼이자 10년 차 백패커인 소재성 저자는 책 『아일랜드』를 통해 섬 캠핑 3대 성지 중 하나인 굴업도를 비롯해 인천, 충청도, 전라도, 경상도, 제주의 섬을 섭렵한 내용을 들려준다. 초보자에게도 어느 정도 섬캠핑을 다녀본 사람 모두에게도 필요한 정보가 가득하다."
2985,집착,"아니 에르노의 작품은 읽는 것이 아니라 만나는 것을 매번 깨닫지만, 아니 에르노의 치열한 글쓰기만큼이나 그를 치열하게 만나는 것은 쉽지가 않다. 매순간 아니 에르노에 투영된 나를 발견하게 되기 때문이다."
2986,내일은 덜컥 일요일,이 시집은 앞으로 몰라서 안 읽은 사람은 있어도 한 번만 읽은 사람은 없는 시집이 될듯.어느 페이지를 열고 읽어도 후회하지 않을 시집이다. 진정으로 강추다.오래도록 사랑받는 시집이 되었으면한다.
2987,위저드 베이커리 (양장),책 안 좋아하는 아이가 붙들고 있기에 우연히 읽게 된 경우. 읽어나가다 보니 왜 그런지 이해됨.
2988,전략의 거장으로부터 배우는 좋은 전략 나쁜 전략,이 책의 일관된 메시지. ‘전략은 이정표가 아니다. 좋은 전략은 직면한 문제를 대응하기 위한 구체적이고 일관된 행동 계획이다‘. 경영 문외한이지만 이해하기 쉽게 쓰였습니다. 원서로 다시 도전해 보고 싶은 교양서.
2989,에듀윌 토익 실전 LC+RC,"높은 도서 퀄리티 뿐만 아니라, 실제 시험과 유사한 유형,난이도로 만족스러운 책이에요_출판사에서 진행하는 기대평 이벤트 참여"
2990,문과계열 비전공자를 AI 활용 인재로 만들어주는 책,"AI 시스템의 핵심을 꿰뚫어보고 싶다면, 책을 통해 도움을 받을 수 있길 바란다."
2991,맨발의 소녀,정말 감동적인 작품이에요. 이 작가가 두 번째로 뉴베리 아너 상을 받은 작품도 읽었는데요. 같은 작가가 쓴 작품인데도 결이 전혀 달라서 더 감동적이었어요. 그리고 두 작품 다 같은 번역자이던데 번역도 진짜 좋아요. 우리나라 작품처럼 술술 잘 읽혀서 오히려 놀랐어요.
2992,에듀윌 토익 실전 LC+RC,최신 기출 유형 반영되어 있고 실제 시험과 유사한 유형과 난이도로 시험 대비로 적합한 책이에요! 게다가 무료 인강까지도 제공해줘서 독학으로 공부하기 안성맞춤입니다. - 출판사에서 진행하는 이벤트 참여
2993,너와 나의 세미콜론,아주 재미있게 읽었어요. 중고생들이 꼭 읽어야 할 책 같아요. 꼭 성폭력이 아니더라도 학교생활을 하다가 겪게 되는 크고 작은 성희롱에 어떻게 대응해야 하는지 알게 해 주어요. 어려운 주제인데도 금방 읽을 수 있을 만큼 이야기도 재미있고 번역도 좋아요.
2994,에듀윌 토익 실전 LC+RC,에듀윌 토익 실전 LC RC은 최신 기출 유형 반영을 하고 있어서 참고할 부분이 많았습니다. 게다가 내용은 실제 시험과 유사한 유형&난이도로 이루어져있어 선택한 보람이 있더라고요!! 토익책인 만큼 도서 퀄리티도
2995,일본어 상용한자 무작정 따라하기,별로에요..유튜브에 강의 있다고해서 구매했는데 6개월동안 업로드도 없고 책쓴사람이 게으른가봐요..맨날 라이브방송만 하지 강의는 올리지도 않고 책임감이 없네요. 비추 합니다. 책도 별로에요.가격도 비싼편임
2996,"9등급 꼴찌, 1년 만에 통역사 된 비법",외국어를 정복한 과정을 깔끔하게 설명해주고 있어 유익해요
2997,헤어질 결심 각본,마침내… 단일한 이 각본집 기다렸어요
2998,2022 하반기 에듀윌 취업 온라인 SKCT SK그룹 종합역량검사 통합 기본서 최신기출유형 + 실전모의고사 4회 + 심층검사,한 권으로도 알찬 구성으로 완벽하네요 만족합니다! 서평단 참여
2999,나와 너,인간과 인간 사이의 관계성을 회복하고 그 관계에 대해 생각해보는 시간을 가질 수 있을 것 같아요. 참다운 삶을 위해 어떤 관계를 가져야하는지 지혜를 얻을 수 있겠네요.
3000,펄 (Perle) (한정판),220723-220731
3001,어느 도망자의 고백,야쿠마루가쿠 이분 작품은 읽었다 하면 계속 읽어지니 필력이 정말 대단하신분 인듯 이번 작품도 너무 재밌게 읽었습니다
3002,만화 캐릭터 배색 교과서,많은 예시들이 들어가있고배색에 대해 어떻게 해야 할지 감도 안잡히는 분들에게 있어서큰 틀과 공식을 알려주는 것이라 많은 도움이 됩니다.
3003,에듀윌 토익 실전 LC+RC,실제 시험과 유사한 난이도라 실전에 대비하기 좋아요. answer sheet와 매미 버전과 고사장 버전 등 다양한 버전의 LC MP3 파일을 제공해 집에서도 실전 감각을 익히는 연습을 할 수 있습니다. 출판사에서 진행하는 기대평 이벤트 참여
3004,,그림을 잘 그리지 못해도 멋진 작품을 만들 수 있어서 좋아요
3005,전라디언의 굴레,가장 가슴 아팠던 문장은한번도 같은 경제권역을 가져본 적 없는광주 전남 전북이중앙정치에 휘둘려 파편화 되고 있는 것.많은 생각이 드는 책.
3006,,https://cafe.naver.com/michiexam/3094748
3007,헤어질 결심 각본,영화도 안 봤는데 너무 궁금해서 각본집부터 읽어버렸네요.. 어쩜 좋죠
3008,흔한남매 과학 탐험대 5 : 물리 1,과학에 대한 책을 읽히기가 생각보다 어려운데 흔한남매 시리즈라서 그런지 관심있어해서 구매해줬어요. 자주 반복해서 읽고 있어서 사 주길 잘했다 싶어요
3009,채식의 배신,괜히 읽었네요. 논리 부족
3010,나를 향해 걷는 열 걸음,최진석 작가님의 책을 읽으면 생각하는 힘을 기를수 있어서 좋아요.
3011,"알 수 없는 채로, 여기까지","내 언 몸을 녹여주었던 작은 입김처럼 , 나의 작은 입김으로 누군가의 몸을 녹여주는 삶을 살고 싶다"
3012,웰컴 투 서울홈스테이,홈스테이 운영을 꿈꾸며 ~! 잼난 에피랑 꿀팁 가득해욯ㅎ
3013,내가 꿈꾸는 목표를 이루고 싶어,"문제를 마주했을 때 도저히 해결 방법이 없다고 생각된다면 이 책의 도움을 받을 수 있다.가지, 구름 , 야심찬 목표나무는 문제를 명확히 알게한다."
3014,손뜨개 수세미,초보자도 뜨개선물 이제 할 수 있어요.뜨개책 마스터 한번 해보시고 싶은 욕심이있다면 구매 강추합니다 .심플하면서도 중간마다 나오는 고양이 일러스트가 정말 사랑스러운 손뜨개 수세미 책!!!
3015,커피가 커피지 뭐,카페에 놓여 있어서 읽었는데 바리스타의 디테일한 개인적인 생각과 경험담을 간접경험 하는거 같아 술술 읽히고 재미있었습니다
3016,"파타고니아, 파도가 칠 때는 서핑을",$$$$2022-7_메가톤급 충격의 파노라마였다 솔직히 바이럴마케팅에 낚여서 사서읽는데 좋다 잘샀다 읽기잘했다는 생각의연속이었다 뻔하지않을까라는 걱정은 기우였다 진.정.성.이라는 단어가 오버랩됐다 일견 기업의본질 기업의태도에대해서 주창하는것같지만 당신만의 아이덴티티가 롹앤롤 베이비이다
3017,요리하는 다이어터의 맛있게 살 빼는 다이어트 레시피,레시피책을 보고 다이어트 식단 1일 2식을 17일째 열심히 따라 만들어먹고 있는데 벌써 몸무게가 1.2킬로나 줄었어요. 간단하고 맛있는 레시피가 다양해서 정말 좋은 것 같아요!!
3018,에듀윌 토익 실전 LC+RC,최신 기출 유형이 반영 되었고 LC에서 다양한 버전의 듣기가 있어 귀 트이는데 아주 좋고 시험 적중률도 높다고 하니까 학원 안다니고 혼자 공부하기에는 최고의 책입니다! - 출판사에서 진행하는 기대평 이벤트 참여
3019,,미래엔 N기출 공통과목 집중 수능기출 모의고사 22회최신 5개년 수능 모평 학평 예시 문항 기출 문제 반영파트1 과목별 4회 와 파트2 공통과목 18회로 집중적으로 훈련 할 수 있도록 구성과목별 집중 연습과 공통과목 실전 연습을 하기에 좋은 교재 입니다.
3020,나를 향해 걷는 열 걸음,"책을 통해 진짜 나를 발견하기 위한 안내서. 대답에 그치지 않고 끊임없이 질문하기를 통해 더 나은 나, 정치, 국가를 만들어야 함을 알게 해주는 책"
3021,에듀윌 토익 실전 LC+RC,최신 기출 경향을 잘 반영한 문제집이라서 시간을 효율적으로 관리하며 공부하기 좋아요! LC와 RC를 한번에 끝낼 수 있어서 좋아요:) -출판사에서 진행하는 기대평 이벤트 참여
3022,해시태그 베트남 북부 & 중부,사진이 흔들리거나 잘못 인쇄된 부분이 많네요
3023,사이다의 핸드메이드 드레스 레슨,드레스 만들기라고 해서 너무 코스프레 스타일은 아닐까 했는데 의외로 평소에도 입을 수 있는 사랑스러우면서도 실용적인 옷들이 많아서 만족스러웠어요. 패턴도 깔끔하고 가끔 44사이즈도 있어서 마른체형분들에게도 만들어 선물할 수 있을 것 같아요!
3024,,미래엔 2023년 수능대비 수능 기출 문제집 N기출 기하 3점 4점 집중은 2점기출로 개념을 확인하고 3점 기출과 4점기출을 집중적으로 풀어 볼 수 있는 교재 입니다.최근 수능 기출 문제를 풀어봄으로써 수능 감각을 익힐 수 있습니다
3025,자이스토리 초등 영어 듣기 평가 모의고사 4-2 (2022년용),아이의 영어 듣기 실력이 어떨지 너무 궁금했는데 확인도 하고 학습하기에 좋은 교재네요^^
3026,헤어질 결심 각본,샀구나... 마침내.
3027,재생,좀비와 타임루프를 한번에 묶어버리다니.. 장르적 쾌감은 물론 SF적 철학도 신선하다!
3028,,세분화된 유형의 문제와 서술형까지~ 교과서 연계 학습을 하기에 좋은 교재인 것 같아요!
3029,이기적 한국사능력검정시험 기본,동영상 강의도 무료로 있고 한국사 개념 정립에 큰 도움을 줍니다.
3030,에듀윌 토익 실전 LC+RC,토익실전공부로 실제 시험스킬을 향상하기에 좋은 것 같아요[기대평이벤트참여]
3031,컬러의 일,컬러 쓸 때 고민이 많아서 충동적으로 샀는데 도움이 꽤 됐어요. 각 컬러값도 나와 있고 쓰임새에 대한 제안도 좋았어요. 거기에 더해 각 색깔별 배색 팔레트도 하나씩 넣어 줬으면 금상첨화였겠네요.
3032,에듀윌 토익 실전 LC+RC,최신 기출 유형 모의고사5회분과 핵심포인트를 집어주는 해설지로 실전대비 완벽하게 할 수있어요-출판사에서 진행하는 기대평 이벤트 참여
3033,,"미래엔 수능기출문제집 N기출 수1 수2 4점 집중은 본인의 학습능력에 따라 3점 집중, 4점 집중 문제집을 골라서 학습할 수 있는 좋은 교재수능기출 문제집으로 너무 분량이 많지도 않고 4점 문제를 집중적으로 공약할 수 있도록 구성"
3034,"아리랑, 지구를 정복한 고양이들",재미게 읽고있습니다.
3035,편집장을 빌려드립니다,편집장 출신이 알려주는 별 특별함 없는 이야기
3036,편집장을 빌려드립니다,편집장 출신이어도 별다른 인사이트는 없는 것 같은 느낌.
